Country;CommodityCode;Grandeza;CÓDIGO DATAGRO
WORLD;4243000;CYExports;PAO_WO
WORLD;4244000;CYExports;PKO_WO
Yemen;813100;CYExports;SBM_YE
Zambia;813100;CYExports;SBM_ZM
Zambia;2221000;CYExports;PNS_ZM
Zambia;2222000;CYExports;SBS_ZM
Zambia;4232000;CYExports;SBO_ZM
Zimbabwe;813100;CYExports;SBM_ZW
Zimbabwe;813300;CYExports;CTM_ZW
Zimbabwe;2221000;CYExports;PNS_ZW
Zimbabwe;2222000;CYExports;SBS_ZW
Zimbabwe;2223000;CYExports;CTS_ZW
Afghanistan;4243000;FoodUseDom.Cons.;PAO_AF
Algeria;4232000;FoodUseDom.Cons.;SBO_DZ
Algeria;4235000;FoodUseDom.Cons.;OLO_DZ
Algeria;4236000;FoodUseDom.Cons.;SFO_DZ
Algeria;4239100;FoodUseDom.Cons.;RPO_DZ
Algeria;4243000;FoodUseDom.Cons.;PAO_DZ
Angola;4232000;FoodUseDom.Cons.;SBO_AO
Angola;4243000;FoodUseDom.Cons.;PAO_AO
Argentina;2221000;FoodUseDom.Cons.;PNS_AR
Argentina;4232000;FoodUseDom.Cons.;SBO_AR
Argentina;4233000;FoodUseDom.Cons.;CTO_AR
Argentina;4234000;FoodUseDom.Cons.;PNO_AR
Argentina;4235000;FoodUseDom.Cons.;OLO_AR
Argentina;4236000;FoodUseDom.Cons.;SFO_AR
Argentina;4239100;FoodUseDom.Cons.;RPO_AR
Australia;2221000;FoodUseDom.Cons.;PNS_AU
Australia;4232000;FoodUseDom.Cons.;SBO_AU
Australia;4233000;FoodUseDom.Cons.;CTO_AU
Australia;4235000;FoodUseDom.Cons.;OLO_AU
Australia;4236000;FoodUseDom.Cons.;SFO_AU
Australia;4239100;FoodUseDom.Cons.;RPO_AU
Australia;4242000;FoodUseDom.Cons.;CCO_AU
Australia;4243000;FoodUseDom.Cons.;PAO_AU
Azerbaijan;4233000;FoodUseDom.Cons.;CTO_AZ
Bangladesh;813100;FoodUseDom.Cons.;SBM_BD
Bangladesh;2221000;FoodUseDom.Cons.;PNS_BD
Bangladesh;2222000;FoodUseDom.Cons.;SBS_BD
Bangladesh;2226000;FoodUseDom.Cons.;RPS_BD
Bangladesh;4232000;FoodUseDom.Cons.;SBO_BD
Bangladesh;4234000;FoodUseDom.Cons.;PNO_BD
Bangladesh;4239100;FoodUseDom.Cons.;RPO_BD
Bangladesh;4242000;FoodUseDom.Cons.;CCO_BD
Bangladesh;4243000;FoodUseDom.Cons.;PAO_BD
Barbados;4232000;FoodUseDom.Cons.;SBO_BB
Belarus;4232000;FoodUseDom.Cons.;SBO_BY
Belarus;4236000;FoodUseDom.Cons.;SFO_BY
Belarus;4239100;FoodUseDom.Cons.;RPO_BY
Benin;2221000;FoodUseDom.Cons.;PNS_BJ
Benin;2222000;FoodUseDom.Cons.;SBS_BJ
Benin;4232000;FoodUseDom.Cons.;SBO_BJ
Benin;4233000;FoodUseDom.Cons.;CTO_BJ
Benin;4234000;FoodUseDom.Cons.;PNO_BJ
Benin;4243000;FoodUseDom.Cons.;PAO_BJ
Bolivia;2222000;FoodUseDom.Cons.;SBS_BO
Bolivia;4232000;FoodUseDom.Cons.;SBO_BO
Bolivia;4236000;FoodUseDom.Cons.;SFO_BO
Bosnia and Herzegovina;4232000;FoodUseDom.Cons.;SBO_BA
Bosnia and Herzegovina;4236000;FoodUseDom.Cons.;SFO_BA
Brazil;2221000;FoodUseDom.Cons.;PNS_BR
Brazil;2224000;FoodUseDom.Cons.;SFS_BR
Brazil;4232000;FoodUseDom.Cons.;SBO_BR
Brazil;4233000;FoodUseDom.Cons.;CTO_BR
Brazil;4234000;FoodUseDom.Cons.;PNO_BR
Brazil;4235000;FoodUseDom.Cons.;OLO_BR
Brazil;4236000;FoodUseDom.Cons.;SFO_BR
Brazil;4243000;FoodUseDom.Cons.;PAO_BR
Burkina Faso;2221000;FoodUseDom.Cons.;PNS_BF
Burkina Faso;4233000;FoodUseDom.Cons.;CTO_BF
Burkina Faso;4234000;FoodUseDom.Cons.;PNO_BF
Burma;2221000;FoodUseDom.Cons.;PNS_MM
Burma;2222000;FoodUseDom.Cons.;SBS_MM
Burma;2224000;FoodUseDom.Cons.;SFS_MM
Burma;4233000;FoodUseDom.Cons.;CTO_MM
Burma;4234000;FoodUseDom.Cons.;PNO_MM
Burma;4236000;FoodUseDom.Cons.;SFO_MM
Burma;4243000;FoodUseDom.Cons.;PAO_MM
Cameroon;2221000;FoodUseDom.Cons.;PNS_CM
Cameroon;4233000;FoodUseDom.Cons.;CTO_CM
Cameroon;4234000;FoodUseDom.Cons.;PNO_CM
Cameroon;4243000;FoodUseDom.Cons.;PAO_CM
Canada;2221000;FoodUseDom.Cons.;PNS_CA
Canada;2224000;FoodUseDom.Cons.;SFS_CA
Canada;4232000;FoodUseDom.Cons.;SBO_CA
Canada;4233000;FoodUseDom.Cons.;CTO_CA
Canada;4235000;FoodUseDom.Cons.;OLO_CA
Canada;4236000;FoodUseDom.Cons.;SFO_CA
Canada;4239100;FoodUseDom.Cons.;RPO_CA
Canada;4242000;FoodUseDom.Cons.;CCO_CA
Canada;4243000;FoodUseDom.Cons.;PAO_CA
Central African Republic;2221000;FoodUseDom.Cons.;PNS_CF
Central African Republic;4234000;FoodUseDom.Cons.;PNO_CF
Chad;2221000;FoodUseDom.Cons.;PNS_TD
Chad;4233000;FoodUseDom.Cons.;CTO_TD
Chad;4234000;FoodUseDom.Cons.;PNO_TD
Chile;4232000;FoodUseDom.Cons.;SBO_CL
Chile;4235000;FoodUseDom.Cons.;OLO_CL
Chile;4236000;FoodUseDom.Cons.;SFO_CL
Chile;4239100;FoodUseDom.Cons.;RPO_CL
China;2221000;FoodUseDom.Cons.;PNS_CN
China;2222000;FoodUseDom.Cons.;SBS_CN
China;2224000;FoodUseDom.Cons.;SFS_CN
China;4232000;FoodUseDom.Cons.;SBO_CN
China;4233000;FoodUseDom.Cons.;CTO_CN
China;4234000;FoodUseDom.Cons.;PNO_CN
China;4235000;FoodUseDom.Cons.;OLO_CN
China;4236000;FoodUseDom.Cons.;SFO_CN
China;4239100;FoodUseDom.Cons.;RPO_CN
China;4242000;FoodUseDom.Cons.;CCO_CN
China;4243000;FoodUseDom.Cons.;PAO_CN
Colombia;2224000;FoodUseDom.Cons.;SFS_CO
Colombia;4232000;FoodUseDom.Cons.;SBO_CO
Colombia;4236000;FoodUseDom.Cons.;SFO_CO
Colombia;4243000;FoodUseDom.Cons.;PAO_CO
Colombia;4244000;FoodUseDom.Cons.;PKO_CO
Congo (Kinshasa);2221000;FoodUseDom.Cons.;PNS_CG
Congo (Kinshasa);4234000;FoodUseDom.Cons.;PNO_CG
Congo (Kinshasa);4243000;FoodUseDom.Cons.;PAO_CG
Congo (Kinshasa);4244000;FoodUseDom.Cons.;PKO_CG
Costa Rica;2222000;FoodUseDom.Cons.;SBS_CR
Costa Rica;4232000;FoodUseDom.Cons.;SBO_CR
Costa Rica;4243000;FoodUseDom.Cons.;PAO_CR
Costa Rica;4244000;FoodUseDom.Cons.;PKO_CR
Cote d'Ivoire;2221000;FoodUseDom.Cons.;PNS_CI
Cote d'Ivoire;4233000;FoodUseDom.Cons.;CTO_CI
Cote d'Ivoire;4234000;FoodUseDom.Cons.;PNO_CI
Cote d'Ivoire;4242000;FoodUseDom.Cons.;CCO_CI
Cote d'Ivoire;4243000;FoodUseDom.Cons.;PAO_CI
Cote d'Ivoire;4244000;FoodUseDom.Cons.;PKO_CI
Cuba;4232000;FoodUseDom.Cons.;SBO_CU
Cuba;4236000;FoodUseDom.Cons.;SFO_CU
Djibouti;4243000;FoodUseDom.Cons.;PAO_DJ
Dominican Republic;4232000;FoodUseDom.Cons.;SBO_DO
Dominican Republic;4243000;FoodUseDom.Cons.;PAO_DO
Ecuador;4232000;FoodUseDom.Cons.;SBO_EC
Ecuador;4243000;FoodUseDom.Cons.;PAO_EC
Ecuador;4244000;FoodUseDom.Cons.;PKO_EC
Egypt;2221000;FoodUseDom.Cons.;PNS_EG
Egypt;2222000;FoodUseDom.Cons.;SBS_EG
Egypt;2224000;FoodUseDom.Cons.;SFS_EG
Egypt;4232000;FoodUseDom.Cons.;SBO_EG
Egypt;4233000;FoodUseDom.Cons.;CTO_EG
Egypt;4236000;FoodUseDom.Cons.;SFO_EG
Egypt;4243000;FoodUseDom.Cons.;PAO_EG
El Salvador;4232000;FoodUseDom.Cons.;SBO_SV
El Salvador;4243000;FoodUseDom.Cons.;PAO_SV
Ethiopia;2222000;FoodUseDom.Cons.;SBS_ET
Ethiopia;4232000;FoodUseDom.Cons.;SBO_ET
Ethiopia;4239100;FoodUseDom.Cons.;RPO_ET
Ethiopia;4243000;FoodUseDom.Cons.;PAO_ET
European Union;813100;FoodUseDom.Cons.;SBM_EU
European Union;2221000;FoodUseDom.Cons.;PNS_EU
European Union;2222000;FoodUseDom.Cons.;SBS_EU
European Union;2224000;FoodUseDom.Cons.;SFS_EU
European Union;4232000;FoodUseDom.Cons.;SBO_EU
European Union;4233000;FoodUseDom.Cons.;CTO_EU
European Union;4234000;FoodUseDom.Cons.;PNO_EU
European Union;4235000;FoodUseDom.Cons.;OLO_EU
European Union;4236000;FoodUseDom.Cons.;SFO_EU
European Union;4239100;FoodUseDom.Cons.;RPO_EU
European Union;4242000;FoodUseDom.Cons.;CCO_EU
European Union;4243000;FoodUseDom.Cons.;PAO_EU
European Union;4244000;FoodUseDom.Cons.;PKO_EU
Gambia, The;2221000;FoodUseDom.Cons.;PNS_GM
Gambia, The;4234000;FoodUseDom.Cons.;PNO_GM
Georgia;4236000;FoodUseDom.Cons.;SFO_GE
Ghana;2221000;FoodUseDom.Cons.;PNS_GH
Ghana;2222000;FoodUseDom.Cons.;SBS_GH
Ghana;4232000;FoodUseDom.Cons.;SBO_GH
Ghana;4242000;FoodUseDom.Cons.;CCO_GH
Ghana;4243000;FoodUseDom.Cons.;PAO_GH
Ghana;4244000;FoodUseDom.Cons.;PKO_GH
Guatemala;2221000;FoodUseDom.Cons.;PNS_GT
Guatemala;4232000;FoodUseDom.Cons.;SBO_GT
Guatemala;4234000;FoodUseDom.Cons.;PNO_GT
Guatemala;4236000;FoodUseDom.Cons.;SFO_GT
Guatemala;4243000;FoodUseDom.Cons.;PAO_GT
Guatemala;4244000;FoodUseDom.Cons.;PKO_GT
Guinea;2221000;FoodUseDom.Cons.;PNS_GN
Guinea;4243000;FoodUseDom.Cons.;PAO_GN
Guinea;4244000;FoodUseDom.Cons.;PKO_GN
Guinea-Bissau;4244000;FoodUseDom.Cons.;PKO_GW
Haiti;4232000;FoodUseDom.Cons.;SBO_HT
Haiti;4243000;FoodUseDom.Cons.;PAO_HT
Honduras;4243000;FoodUseDom.Cons.;PAO_HN
Honduras;4244000;FoodUseDom.Cons.;PKO_HN
Hong Kong;2221000;FoodUseDom.Cons.;PNS_HK
Hong Kong;4232000;FoodUseDom.Cons.;SBO_HK
Hong Kong;4234000;FoodUseDom.Cons.;PNO_HK
Hong Kong;4239100;FoodUseDom.Cons.;RPO_HK
Hong Kong;4243000;FoodUseDom.Cons.;PAO_HK
India;813100;FoodUseDom.Cons.;SBM_IN
India;813200;FoodUseDom.Cons.;PNM_IN
India;813700;FoodUseDom.Cons.;CPM_IN
India;2221000;FoodUseDom.Cons.;PNS_IN
India;2222000;FoodUseDom.Cons.;SBS_IN
India;2226000;FoodUseDom.Cons.;RPS_IN
India;2231000;FoodUseDom.Cons.;CPO_IN
India;4232000;FoodUseDom.Cons.;SBO_IN
India;4233000;FoodUseDom.Cons.;CTO_IN
India;4234000;FoodUseDom.Cons.;PNO_IN
India;4236000;FoodUseDom.Cons.;SFO_IN
India;4239100;FoodUseDom.Cons.;RPO_IN
India;4242000;FoodUseDom.Cons.;CCO_IN
India;4243000;FoodUseDom.Cons.;PAO_IN
India;4244000;FoodUseDom.Cons.;PKO_IN
Indonesia;2221000;FoodUseDom.Cons.;PNS_ID
Indonesia;2222000;FoodUseDom.Cons.;SBS_ID
Indonesia;4232000;FoodUseDom.Cons.;SBO_ID
Indonesia;4234000;FoodUseDom.Cons.;PNO_ID
Indonesia;4239100;FoodUseDom.Cons.;RPO_ID
Indonesia;4242000;FoodUseDom.Cons.;CCO_ID
Indonesia;4243000;FoodUseDom.Cons.;PAO_ID
Indonesia;4244000;FoodUseDom.Cons.;PKO_ID
Iran;2224000;FoodUseDom.Cons.;SFS_IR
Iran;4232000;FoodUseDom.Cons.;SBO_IR
Iran;4233000;FoodUseDom.Cons.;CTO_IR
Iran;4236000;FoodUseDom.Cons.;SFO_IR
Iran;4239100;FoodUseDom.Cons.;RPO_IR
Iran;4243000;FoodUseDom.Cons.;PAO_IR
Iran;4244000;FoodUseDom.Cons.;PKO_IR
Iraq;4236000;FoodUseDom.Cons.;SFO_IQ
Iraq;4242000;FoodUseDom.Cons.;CCO_IQ
Iraq;4243000;FoodUseDom.Cons.;PAO_IQ
Israel;2222000;FoodUseDom.Cons.;SBS_IL
Israel;4232000;FoodUseDom.Cons.;SBO_IL
Israel;4235000;FoodUseDom.Cons.;OLO_IL
Israel;4236000;FoodUseDom.Cons.;SFO_IL
Israel;4239100;FoodUseDom.Cons.;RPO_IL
Jamaica;4232000;FoodUseDom.Cons.;SBO_JM
Japan;813100;FoodUseDom.Cons.;SBM_JP
Japan;2221000;FoodUseDom.Cons.;PNS_JP
Japan;2222000;FoodUseDom.Cons.;SBS_JP
Japan;4232000;FoodUseDom.Cons.;SBO_JP
Japan;4233000;FoodUseDom.Cons.;CTO_JP
Japan;4234000;FoodUseDom.Cons.;PNO_JP
Japan;4235000;FoodUseDom.Cons.;OLO_JP
Japan;4236000;FoodUseDom.Cons.;SFO_JP
Japan;4239100;FoodUseDom.Cons.;RPO_JP
Japan;4242000;FoodUseDom.Cons.;CCO_JP
Japan;4243000;FoodUseDom.Cons.;PAO_JP
Japan;4244000;FoodUseDom.Cons.;PKO_JP
Jordan;4232000;FoodUseDom.Cons.;SBO_JO
Jordan;4235000;FoodUseDom.Cons.;OLO_JO
Jordan;4236000;FoodUseDom.Cons.;SFO_JO
Jordan;4243000;FoodUseDom.Cons.;PAO_JO
Kazakhstan;2224000;FoodUseDom.Cons.;SFS_KZ
Kazakhstan;4232000;FoodUseDom.Cons.;SBO_KZ
Kazakhstan;4233000;FoodUseDom.Cons.;CTO_KZ
Kazakhstan;4236000;FoodUseDom.Cons.;SFO_KZ
Kazakhstan;4239100;FoodUseDom.Cons.;RPO_KZ
Kenya;4243000;FoodUseDom.Cons.;PAO_KE
Korea, North;2222000;FoodUseDom.Cons.;SBS_KR
Korea, North;4232000;FoodUseDom.Cons.;SBO_KR
Korea, North;4243000;FoodUseDom.Cons.;PAO_KR
Korea, South;813100;FoodUseDom.Cons.;SBM_KP
Korea, South;2221000;FoodUseDom.Cons.;PNS_KP
Korea, South;2222000;FoodUseDom.Cons.;SBS_KP
Korea, South;4232000;FoodUseDom.Cons.;SBO_KP
Korea, South;4233000;FoodUseDom.Cons.;CTO_KP
Korea, South;4235000;FoodUseDom.Cons.;OLO_KP
Korea, South;4239100;FoodUseDom.Cons.;RPO_KP
Korea, South;4242000;FoodUseDom.Cons.;CCO_KP
Korea, South;4243000;FoodUseDom.Cons.;PAO_KP
Kuwait;4243000;FoodUseDom.Cons.;PAO_KW
Kyrgyzstan;4233000;FoodUseDom.Cons.;CTO_KG
Lebanon;4232000;FoodUseDom.Cons.;SBO_LB
Lebanon;4235000;FoodUseDom.Cons.;OLO_LB
Lebanon;4236000;FoodUseDom.Cons.;SFO_LB
Liberia;4243000;FoodUseDom.Cons.;PAO_LR
Liberia;4244000;FoodUseDom.Cons.;PKO_LR
Libya;4235000;FoodUseDom.Cons.;OLO_LY
Libya;4236000;FoodUseDom.Cons.;SFO_LY
Madagascar;4232000;FoodUseDom.Cons.;SBO_MG
Madagascar;4233000;FoodUseDom.Cons.;CTO_MG
Malawi;2221000;FoodUseDom.Cons.;PNS_MW
Malawi;4234000;FoodUseDom.Cons.;PNO_MW
Malaysia;2221000;FoodUseDom.Cons.;PNS_MY
Malaysia;2222000;FoodUseDom.Cons.;SBS_MY
Malaysia;4232000;FoodUseDom.Cons.;SBO_MY
Malaysia;4234000;FoodUseDom.Cons.;PNO_MY
Malaysia;4242000;FoodUseDom.Cons.;CCO_MY
Malaysia;4243000;FoodUseDom.Cons.;PAO_MY
Malaysia;4244000;FoodUseDom.Cons.;PKO_MY
Mali;2221000;FoodUseDom.Cons.;PNS_ML
Mali;4233000;FoodUseDom.Cons.;CTO_ML
Mali;4234000;FoodUseDom.Cons.;PNO_ML
Mauritania;4243000;FoodUseDom.Cons.;PAO_MR
Mauritius;4232000;FoodUseDom.Cons.;SBO_MU
Mexico;813100;FoodUseDom.Cons.;SBM_MX
Mexico;2221000;FoodUseDom.Cons.;PNS_MX
Mexico;4232000;FoodUseDom.Cons.;SBO_MX
Mexico;4233000;FoodUseDom.Cons.;CTO_MX
Mexico;4234000;FoodUseDom.Cons.;PNO_MX
Mexico;4235000;FoodUseDom.Cons.;OLO_MX
Mexico;4236000;FoodUseDom.Cons.;SFO_MX
Mexico;4239100;FoodUseDom.Cons.;RPO_MX
Mexico;4242000;FoodUseDom.Cons.;CCO_MX
Mexico;4243000;FoodUseDom.Cons.;PAO_MX
Moldova;2224000;FoodUseDom.Cons.;SFS_MD
Moldova;4236000;FoodUseDom.Cons.;SFO_MD
Morocco;2221000;FoodUseDom.Cons.;PNS_MA
Morocco;2224000;FoodUseDom.Cons.;SFS_MA
Morocco;4232000;FoodUseDom.Cons.;SBO_MA
Morocco;4235000;FoodUseDom.Cons.;OLO_MA
Morocco;4236000;FoodUseDom.Cons.;SFO_MA
Morocco;4239100;FoodUseDom.Cons.;RPO_MA
Mozambique;2221000;FoodUseDom.Cons.;PNS_MZ
Mozambique;4233000;FoodUseDom.Cons.;CTO_MZ
Mozambique;4234000;FoodUseDom.Cons.;PNO_MZ
Mozambique;4242000;FoodUseDom.Cons.;CCO_MZ
Mozambique;4243000;FoodUseDom.Cons.;PAO_MZ
New Zealand;4232000;FoodUseDom.Cons.;SBO_NZ
New Zealand;4233000;FoodUseDom.Cons.;CTO_NZ
New Zealand;4239100;FoodUseDom.Cons.;RPO_NZ
New Zealand;4243000;FoodUseDom.Cons.;PAO_NZ
Nicaragua;2221000;FoodUseDom.Cons.;PNS_NI
Nicaragua;4232000;FoodUseDom.Cons.;SBO_NI
Nicaragua;4234000;FoodUseDom.Cons.;PNO_NI
Niger;2221000;FoodUseDom.Cons.;PNS_NE
Niger;4234000;FoodUseDom.Cons.;PNO_NE
Nigeria;2221000;FoodUseDom.Cons.;PNS_NG
Nigeria;2222000;FoodUseDom.Cons.;SBS_NG
Nigeria;4232000;FoodUseDom.Cons.;SBO_NG
Nigeria;4233000;FoodUseDom.Cons.;CTO_NG
Nigeria;4234000;FoodUseDom.Cons.;PNO_NG
Nigeria;4242000;FoodUseDom.Cons.;CCO_NG
Nigeria;4243000;FoodUseDom.Cons.;PAO_NG
Nigeria;4244000;FoodUseDom.Cons.;PKO_NG
North Macedonia;4236000;FoodUseDom.Cons.;SFO_MK
Norway;2221000;FoodUseDom.Cons.;PNS_NO
Norway;2224000;FoodUseDom.Cons.;SFS_NO
Norway;4232000;FoodUseDom.Cons.;SBO_NO
Norway;4236000;FoodUseDom.Cons.;SFO_NO
Norway;4239100;FoodUseDom.Cons.;RPO_NO
Norway;4243000;FoodUseDom.Cons.;PAO_NO
Oman;4243000;FoodUseDom.Cons.;PAO_OM
Other;4243000;FoodUseDom.Cons.;PAO_OT
Pakistan;2221000;FoodUseDom.Cons.;PNS_PK
Pakistan;4232000;FoodUseDom.Cons.;SBO_PK
Pakistan;4233000;FoodUseDom.Cons.;CTO_PK
Pakistan;4236000;FoodUseDom.Cons.;SFO_PK
Pakistan;4239100;FoodUseDom.Cons.;RPO_PK
Pakistan;4243000;FoodUseDom.Cons.;PAO_PK
Panama;4232000;FoodUseDom.Cons.;SBO_PA
Papua New Guinea;4242000;FoodUseDom.Cons.;CCO_PG
Papua New Guinea;4243000;FoodUseDom.Cons.;PAO_PG
Papua New Guinea;4244000;FoodUseDom.Cons.;PKO_PG
Paraguay;2224000;FoodUseDom.Cons.;SFS_PY
Paraguay;4232000;FoodUseDom.Cons.;SBO_PY
Paraguay;4233000;FoodUseDom.Cons.;CTO_PY
Paraguay;4236000;FoodUseDom.Cons.;SFO_PY
Paraguay;4239100;FoodUseDom.Cons.;RPO_PY
Peru;4232000;FoodUseDom.Cons.;SBO_PE
Peru;4236000;FoodUseDom.Cons.;SFO_PE
Peru;4243000;FoodUseDom.Cons.;PAO_PE
Philippines;2221000;FoodUseDom.Cons.;PNS_PH
Philippines;2222000;FoodUseDom.Cons.;SBS_PH
Philippines;4232000;FoodUseDom.Cons.;SBO_PH
Philippines;4242000;FoodUseDom.Cons.;CCO_PH
Philippines;4243000;FoodUseDom.Cons.;PAO_PH
Philippines;4244000;FoodUseDom.Cons.;PKO_PH
Russia;2221000;FoodUseDom.Cons.;PNS_RU
Russia;2222000;FoodUseDom.Cons.;SBS_RU
Russia;2224000;FoodUseDom.Cons.;SFS_RU
Russia;4232000;FoodUseDom.Cons.;SBO_RU
Russia;4235000;FoodUseDom.Cons.;OLO_RU
Russia;4236000;FoodUseDom.Cons.;SFO_RU
Russia;4239100;FoodUseDom.Cons.;RPO_RU
Russia;4242000;FoodUseDom.Cons.;CCO_RU
Russia;4243000;FoodUseDom.Cons.;PAO_RU
Russia;4244000;FoodUseDom.Cons.;PKO_RU
Rwanda;4243000;FoodUseDom.Cons.;PAO_RW
Samoa;4242000;FoodUseDom.Cons.;CCO_WS
Saudi Arabia;2224000;FoodUseDom.Cons.;SFS_SA
Saudi Arabia;4232000;FoodUseDom.Cons.;SBO_SA
Saudi Arabia;4235000;FoodUseDom.Cons.;OLO_SA
Saudi Arabia;4236000;FoodUseDom.Cons.;SFO_SA
Saudi Arabia;4243000;FoodUseDom.Cons.;PAO_SA
Senegal;2221000;FoodUseDom.Cons.;PNS_SN
Senegal;4232000;FoodUseDom.Cons.;SBO_SN
Senegal;4234000;FoodUseDom.Cons.;PNO_SN
Senegal;4243000;FoodUseDom.Cons.;PAO_SN
Serbia;2222000;FoodUseDom.Cons.;SBS_RS
Serbia;2224000;FoodUseDom.Cons.;SFS_RS
Serbia;4232000;FoodUseDom.Cons.;SBO_RS
Serbia;4236000;FoodUseDom.Cons.;SFO_RS
Sierra Leone;4243000;FoodUseDom.Cons.;PAO_SL
Sierra Leone;4244000;FoodUseDom.Cons.;PKO_SL
Singapore;2221000;FoodUseDom.Cons.;PNS_SG
Singapore;2222000;FoodUseDom.Cons.;SBS_SG
Singapore;4232000;FoodUseDom.Cons.;SBO_SG
Singapore;4242000;FoodUseDom.Cons.;CCO_SG
Singapore;4243000;FoodUseDom.Cons.;PAO_SG
South Africa;2221000;FoodUseDom.Cons.;PNS_ZA
South Africa;2222000;FoodUseDom.Cons.;SBS_ZA
South Africa;2224000;FoodUseDom.Cons.;SFS_ZA
South Africa;4232000;FoodUseDom.Cons.;SBO_ZA
South Africa;4233000;FoodUseDom.Cons.;CTO_ZA
South Africa;4234000;FoodUseDom.Cons.;PNO_ZA
South Africa;4236000;FoodUseDom.Cons.;SFO_ZA
South Africa;4239100;FoodUseDom.Cons.;RPO_ZA
South Africa;4242000;FoodUseDom.Cons.;CCO_ZA
South Africa;4243000;FoodUseDom.Cons.;PAO_ZA
South Africa;4244000;FoodUseDom.Cons.;PKO_ZA
Sri Lanka;4242000;FoodUseDom.Cons.;CCO_LK
Sri Lanka;4243000;FoodUseDom.Cons.;PAO_LK
Sudan;2221000;FoodUseDom.Cons.;PNS_SD
Sudan;4233000;FoodUseDom.Cons.;CTO_SD
Sudan;4234000;FoodUseDom.Cons.;PNO_SD
Sudan;4243000;FoodUseDom.Cons.;PAO_SD
Switzerland;2221000;FoodUseDom.Cons.;PNS_CH
Switzerland;2222000;FoodUseDom.Cons.;SBS_CH
Switzerland;4232000;FoodUseDom.Cons.;SBO_CH
Switzerland;4234000;FoodUseDom.Cons.;PNO_CH
Switzerland;4235000;FoodUseDom.Cons.;OLO_CH
Switzerland;4236000;FoodUseDom.Cons.;SFO_CH
Switzerland;4239100;FoodUseDom.Cons.;RPO_CH
Switzerland;4242000;FoodUseDom.Cons.;CCO_CH
Switzerland;4243000;FoodUseDom.Cons.;PAO_CH
Syria;4232000;FoodUseDom.Cons.;SBO_SY
Syria;4233000;FoodUseDom.Cons.;CTO_SY
Syria;4235000;FoodUseDom.Cons.;OLO_SY
Syria;4236000;FoodUseDom.Cons.;SFO_SY
Taiwan;2221000;FoodUseDom.Cons.;PNS_TW
Taiwan;2222000;FoodUseDom.Cons.;SBS_TW
Taiwan;4232000;FoodUseDom.Cons.;SBO_TW
Taiwan;4234000;FoodUseDom.Cons.;PNO_TW
Taiwan;4236000;FoodUseDom.Cons.;SFO_TW
Taiwan;4239100;FoodUseDom.Cons.;RPO_TW
Taiwan;4243000;FoodUseDom.Cons.;PAO_TW
Tajikistan;4233000;FoodUseDom.Cons.;CTO_TJ
Tanzania;2221000;FoodUseDom.Cons.;PNS_TZ
Tanzania;4232000;FoodUseDom.Cons.;SBO_TZ
Tanzania;4233000;FoodUseDom.Cons.;CTO_TZ
Tanzania;4234000;FoodUseDom.Cons.;PNO_TZ
Tanzania;4242000;FoodUseDom.Cons.;CCO_TZ
Tanzania;4243000;FoodUseDom.Cons.;PAO_TZ
Thailand;2221000;FoodUseDom.Cons.;PNS_TH
Thailand;2222000;FoodUseDom.Cons.;SBS_TH
Thailand;4232000;FoodUseDom.Cons.;SBO_TH
Thailand;4234000;FoodUseDom.Cons.;PNO_TH
Thailand;4242000;FoodUseDom.Cons.;CCO_TH
Thailand;4243000;FoodUseDom.Cons.;PAO_TH
Thailand;4244000;FoodUseDom.Cons.;PKO_TH
Togo;2221000;FoodUseDom.Cons.;PNS_TG
Togo;4233000;FoodUseDom.Cons.;CTO_TG
Togo;4234000;FoodUseDom.Cons.;PNO_TG
Togo;4243000;FoodUseDom.Cons.;PAO_TG
Trinidad and Tobago;4232000;FoodUseDom.Cons.;SBO_TT
Tunisia;4232000;FoodUseDom.Cons.;SBO_TN
Tunisia;4235000;FoodUseDom.Cons.;OLO_TN
Tunisia;4239100;FoodUseDom.Cons.;RPO_TN
Tunisia;4243000;FoodUseDom.Cons.;PAO_TN
Turkey;2221000;FoodUseDom.Cons.;PNS_TR
Turkey;2224000;FoodUseDom.Cons.;SFS_TR
Turkey;4232000;FoodUseDom.Cons.;SBO_TR
Turkey;4233000;FoodUseDom.Cons.;CTO_TR
Turkey;4234000;FoodUseDom.Cons.;PNO_TR
Turkey;4235000;FoodUseDom.Cons.;OLO_TR
Turkey;4236000;FoodUseDom.Cons.;SFO_TR
Turkey;4239100;FoodUseDom.Cons.;RPO_TR
Turkey;4243000;FoodUseDom.Cons.;PAO_TR
Turkey;4244000;FoodUseDom.Cons.;PKO_TR
Turkmenistan;4233000;FoodUseDom.Cons.;CTO_TM
Uganda;2221000;FoodUseDom.Cons.;PNS_UG
Uganda;2222000;FoodUseDom.Cons.;SBS_UG
Uganda;4233000;FoodUseDom.Cons.;CTO_UG
Uganda;4234000;FoodUseDom.Cons.;PNO_UG
Ukraine;2222000;FoodUseDom.Cons.;SBS_UA
Ukraine;2224000;FoodUseDom.Cons.;SFS_UA
Ukraine;4232000;FoodUseDom.Cons.;SBO_UA
Ukraine;4236000;FoodUseDom.Cons.;SFO_UA
Ukraine;4239100;FoodUseDom.Cons.;RPO_UA
Ukraine;4243000;FoodUseDom.Cons.;PAO_UA
United Arab Emirates;2222000;FoodUseDom.Cons.;SBS_AE
